2025-05-31 01:20:13 | ERROR    | aih.utils.database:get_connection:116 - Database error: no such table: artifacts
2025-06-15 11:49:21 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:49:22 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:49:22 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:49:22 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:49:22 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:49:22 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:49:22 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:49:23 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:49:23 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:49:23 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:49:23 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:49:23 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:49:24 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:49:24 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:49:24 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:49:25 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:49:25 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:50:21 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:50:21 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:50:21 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:50:22 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:50:22 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:50:22 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:50:22 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:50:23 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:50:23 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:50:23 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:50:23 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:50:23 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:50:24 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:50:24 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:50:24 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:50:24 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:50:25 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:50:25 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:50:25 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:50:25 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:50:25 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:50:25 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:51:21 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:51:22 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:51:22 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:51:22 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:51:22 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:51:23 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:51:23 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:51:23 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:51:24 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:51:24 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:51:25 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:51:25 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:51:25 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:51:25 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:51:25 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:51:26 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:51:26 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:51:26 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:51:26 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:51:26 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:51:26 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:51:27 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:52:22 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:52:22 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:52:23 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:52:23 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:52:23 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:52:23 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:52:23 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:52:23 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:52:25 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:52:25 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:52:25 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:52:25 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:52:25 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:52:26 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:52:26 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:52:26 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:52:26 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:52:26 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:52:27 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:52:27 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:52:27 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:52:27 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:53:23 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:53:23 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:53:23 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:53:23 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:53:24 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:53:24 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:53:24 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:53:25 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:53:25 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:53:26 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:53:26 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:53:26 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:53:27 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:53:27 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:53:28 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:53:29 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:53:30 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:53:30 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:53:30 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:53:31 | ERROR    | aih.classify.classifier:classify_artifact:166 - ❌ Error classifying artifact: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
2025-06-15 11:53:31 | ERROR    | scripts.reprocess_all_entries:_update_wisdom:505 -    ❌ Wisdom extraction failed: Error code: 401 - {'error': {'message': 'Incorrect API key provided: your_ope************here. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-06-15 11:54:00 | ERROR    | aih.utils.database:get_connection:144 - Database error: cannot access local variable 'datetime' where it is not associated with a value
2025-06-15 11:54:46 | ERROR    | aih.utils.database:get_connection:144 - Database error: cannot access local variable 'datetime' where it is not associated with a value
2025-06-15 11:55:46 | ERROR    | aih.utils.database:get_connection:144 - Database error: cannot access local variable 'datetime' where it is not associated with a value
2025-06-15 11:56:06 | ERROR    | aih.utils.database:get_connection:144 - Database error: cannot access local variable 'datetime' where it is not associated with a value
2025-06-15 11:56:11 | ERROR    | aih.utils.database:get_connection:144 - Database error: cannot access local variable 'datetime' where it is not associated with a value
